# kml2gmt: KML read from ../../../data/DEM/south_island/gnsNZL_GNS_250K_faults.kml
# gns:NZL_GNS_250K_faults
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2024"
169.878440904	-44.667627024
169.87865095	-44.6708793839
169.878543011	-44.6741186895
169.878042762	-44.6763612749
169.876554006	-44.6758709283
169.242974117	-44.6328803813
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_27d8"
169.184111915	-44.6850505008
169.184703834	-44.6843447862
169.186620851	-44.6831647402
169.187624737	-44.6822879066
169.188461188	-44.6815587035
169.188655881	-44.6813308805
169.189673476	-44.6801436646
169.191810069	-44.6779076866
169.193902365	-44.6760125649
169.19436693	-44.6756134318
169.194560663	-44.6754486327
169.198315567	-44.6719504501
169.199161804	-44.6711629389
169.199430602	-44.670910508
169.200827852	-44.6696050496
169.201883997	-44.6686937842
169.202599153	-44.6680776231
169.202703241	-44.66788284
169.203322865	-44.6667410062
169.205018752	-44.6655489132
169.20624192	-44.6642962413
169.207770509	-44.6630535759
169.210676786	-44.6607524353
169.212762369	-44.6593838171
169.215173325	-44.6580573475
169.216462839	-44.6572887359
169.217875279	-44.656226832
169.219841569	-44.6545974323
169.22203634	-44.6526015921
169.224189618	-44.6509061625
169.228246832	-44.6473629123
169.229872901	-44.6463078431
169.233325147	-44.6432852402
169.234457392	-44.6419077123
169.237542205	-44.6391478004
169.238815721	-44.6372342926
169.240966266	-44.6351195696
169.243132701	-44.632703526
169.244929822	-44.6305862578
169.246047236	-44.6291856254
169.248087915	-44.6267564061
169.249031797	-44.6255528166
169.250864223	-44.6230717504
169.252629291	-44.6209533373
169.253913362	-44.6191571445
169.254962222	-44.6175380002
169.256472501	-44.6162491093
169.256847475	-44.6158558544
169.258139903	-44.6141725031
169.259378439	-44.6122937029
169.260082727	-44.6111318274
169.26139894	-44.6092690363
169.26183156	-44.6086614185
169.262648451	-44.6075121818
169.263817794	-44.6057256965
169.264171323	-44.6047731755
169.265073131	-44.6029284802
169.266333475	-44.6009467199
169.267300717	-44.5993113296
169.268548811	-44.5978696782
169.26942577	-44.5967133125
169.270385411	-44.594996546
169.270796141	-44.5944827776
169.271901941	-44.5923472946
169.274175207	-44.5896909056
169.275555135	-44.5878525229
169.276727678	-44.5860029368
169.277441081	-44.5849358409
169.278126695	-44.5838092873
169.279375589	-44.5822954714
169.280114825	-44.5810670316
169.281115649	-44.5793875524
169.281645842	-44.5781748959
169.282557505	-44.5767087515
169.283433682	-44.5752549725
169.284406008	-44.5735745524
169.285302906	-44.5720403475
169.286430274	-44.5706982318
169.287291906	-44.5695727877
169.288094793	-44.568278784
169.074273471	-44.765755594
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_27d9"
169.090561055	-44.7586966429
169.090133602	-44.7587542803
169.087577664	-44.759442736
169.08600846	-44.7599347637
169.084273444	-44.7606373934
169.082761716	-44.7611673616
169.082184498	-44.761337027
169.08193262	-44.7614636458
169.080662837	-44.7620152926
169.079301861	-44.762653934
169.077605596	-44.7634839161
169.075695536	-44.764531869
169.07386728	-44.7661051324
169.073064351	-44.7671905966
169.07196665	-44.7683336255
169.071519411	-44.7689221001
169.070853568	-44.7698004745
169.069944911	-44.7709994578
169.068530022	-44.7728164302
169.068342505	-44.7730668393
169.066773931	-44.775193915
169.065777156	-44.7768088306
169.065244017	-44.7782998482
169.065063675	-44.7796226611
169.064960902	-44.7806372732
168.463851012	-44.8062955371
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_27da"
168.46887938	-44.7995498864
168.468473593	-44.8004172358
168.467214254	-44.8020892872
168.465726979	-44.8038019472
168.46350749	-44.806752157
168.461680879	-44.8090823535
168.459574005	-44.8115141687
168.458824667	-44.8122778508
168.458376726	-44.8127063802
168.614885397	-44.8298806984
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_27db"
168.635783144	-44.7333755065
168.634250822	-44.7346828928
168.632268528	-44.7362165617
168.631166578	-44.7377700064
168.629994179	-44.7396316944
168.630637944	-44.7405798107
168.631599809	-44.7417562528
168.632534921	-44.7440987448
168.633246325	-44.7463471489
168.633438307	-44.7484812736
168.63374435	-44.7510793296
168.633725889	-44.7530252507
168.63344181	-44.7548439688
168.632670894	-44.7564910664
168.632495772	-44.7568043728
168.631534545	-44.7585433991
168.630605741	-44.7603557432
168.629940132	-44.7619031725
168.629834004	-44.7634537507
168.629807696	-44.7647820462
168.629262818	-44.7666179254
168.628243017	-44.7693505578
168.62692441	-44.7717203956
168.626042028	-44.7737958243
168.624581824	-44.7758989255
168.623333181	-44.7784290949
168.622929403	-44.7792609376
168.622189337	-44.7807829829
168.62145411	-44.7840175227
168.620899731	-44.7867362097
168.61957706	-44.7891508917
168.618421235	-44.7914907809
168.617138408	-44.7940466418
168.616349776	-44.7961706353
168.616073543	-44.7978319171
168.615716999	-44.7990440453
168.615465903	-44.7999041921
168.615273632	-44.8010774915
168.615224711	-44.8013505065
168.615037012	-44.8024203392
168.614764598	-44.8045368763
168.614936224	-44.8069361255
168.615401461	-44.8083731997
168.615728416	-44.8092057143
168.61574889	-44.8105808485
168.615688985	-44.8119304025
168.615501355	-44.8132525799
168.615290207	-44.8150154616
168.614925455	-44.8187867371
168.614699896	-44.8228967444
168.615178939	-44.8256726456
168.615147881	-44.8270593422
168.614978615	-44.8294456529
168.614452818	-44.831899547
168.613742997	-44.8335128308
168.613230833	-44.8355301485
168.612370492	-44.8381786215
168.611663807	-44.8401705275
168.610663842	-44.842525302
168.609012703	-44.8449049078
168.608411255	-44.8459139605
168.607387052	-44.847871256
168.606112598	-44.8508824758
168.605089385	-44.8524027011
168.604065965	-44.8543464855
168.601692761	-44.8580639062
168.60024515	-44.8619381722
168.600362556	-44.8637045316
168.600717049	-44.8648039918
168.601054381	-44.8666372944
168.601703386	-44.8677389396
168.601689765	-44.8688469255
168.601052536	-44.8701159453
168.600404061	-44.8719973665
168.600739456	-44.8733935013
168.600969352	-44.8747180303
168.600745337	-44.8765164622
168.600348664	-44.8784615348
168.599954828	-44.8796947484
168.599896961	-44.879958408
168.599600619	-44.8812854517
168.598900113	-44.8839399418
168.598569411	-44.8851755544
168.597747426	-44.8870007988
168.597088495	-44.8890169953
168.596319239	-44.8910244841
168.595553206	-44.8931988185
168.59521538	-44.8945693377
168.594319214	-44.8958194628
168.593376047	-44.8971038411
168.59265634	-44.8990816569
168.592265596	-44.9000175668
168.59186872	-44.9015390394
168.590279291	-44.9062189342
168.589535833	-44.9074162707
168.588721568	-44.9084171403
168.588286818	-44.9100182719
168.587830873	-44.9121097639
168.58756037	-44.9136766005
168.587474303	-44.9157821933
168.587279597	-44.9178566072
168.587071953	-44.9194303461
168.586798563	-44.9219163248
168.586053718	-44.9237579727
168.585519674	-44.9249497597
168.584745501	-44.9267587401
169.318859289	-44.8541938154
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_27dc"
169.307407769	-44.8705514225
169.307502439	-44.8704057938
169.308043621	-44.8691528106
169.308526296	-44.8680240836
169.308898519	-44.8673422666
169.30919216	-44.8668020859
169.309839651	-44.865620039
169.310786078	-44.8640646298
169.311847574	-44.862693039
169.312522333	-44.8615794092
169.313282335	-44.8604189368
169.313943722	-44.8594670273
169.314387776	-44.8589000819
169.316028267	-44.8570784
169.316875	-44.8562494677
169.317225967	-44.8559543163
169.317867629	-44.8554161494
169.31842694	-44.8547267282
169.318643202	-44.8544588299
169.3195418	-44.8533567677
169.319915171	-44.8528551255
169.320625228	-44.8519317508
169.320828548	-44.851667943
169.32158303	-44.8506919208
169.322477291	-44.8496572641
169.323280648	-44.8487593522
169.323891789	-44.8480490285
169.324655321	-44.8468255439
169.325426397	-44.8456833696
169.326063518	-44.8451134885
169.326861134	-44.8443054569
169.328218775	-44.8432989376
169.329081768	-44.8424569267
169.329787126	-44.8420603447
169.330974281	-44.8411970422
169.332036301	-44.840410849
169.332798685	-44.8399620016
169.753740323	-44.8981103967
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_27dd"
169.744724565	-44.9057152272
169.745481722	-44.9043989417
169.746136862	-44.9037237554
169.747087932	-44.9027956464
169.74816055	-44.9017313252
169.749627708	-44.9007500554
169.751195106	-44.8997310355
169.752996016	-44.8984978503
169.753932074	-44.89801058
169.754932247	-44.897624158
169.755304665	-44.8974769223
169.757005416	-44.8967362345
169.75873308	-44.8945282462
169.759271425	-44.893840735
169.75959376	-44.8925888222
169.760841277	-44.8897775354
169.761096476	-44.8895144439
169.297871503	-44.8834499123
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_27de"
169.289533257	-44.8892327697
169.290168054	-44.8886629926
169.290604475	-44.8884246954
169.29087027	-44.8883295875
169.291539552	-44.8881662886
169.291748755	-44.8881144141
169.292323635	-44.887790447
169.292514642	-44.8876253835
169.292930218	-44.8872152506
169.293538647	-44.8868112721
169.293964909	-44.8864825535
169.294217964	-44.8862879379
169.295505993	-44.8854056635
169.296377679	-44.8846947715
169.297281242	-44.8839803857
169.297831197	-44.8834979494
169.29857105	-44.8826161817
169.299098721	-44.8819843893
169.300191531	-44.8808796405
169.301376302	-44.8798228533
169.302166303	-44.8788976194
169.30263379	-44.8782143488
169.303366753	-44.8771881981
169.303768726	-44.8765388717
169.303973247	-44.8761580176
169.30433704	-44.8755615251
169.891821797	-44.9117200175
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_27df"
169.859784081	-44.9037525537
169.863357722	-44.9048799237
169.866500166	-44.9055993348
169.870323944	-44.906197359
169.872011214	-44.9065803539
169.873038139	-44.9068105291
169.874103636	-44.9071497979
169.874134795	-44.907159639
169.874771892	-44.9073928551
169.875857521	-44.9076515949
169.87774481	-44.9083865824
169.883220126	-44.9096317587
169.884991174	-44.9101113554
169.88610307	-44.910474262
169.888801813	-44.9110866341
169.891108608	-44.9113823003
169.891884478	-44.9117496989
169.893460763	-44.912259992
169.894464778	-44.9125073701
169.895696052	-44.9127112575
169.897777202	-44.9130818305
169.899835607	-44.9135238052
169.902485049	-44.9141750603
169.904400671	-44.9146221642
169.906464615	-44.914960599
169.908139487	-44.9153472197
169.909745296	-44.9159030913
169.910906533	-44.9163571114
169.912440154	-44.9170821373
169.913937661	-44.9180133137
169.914441263	-44.9184408905
169.915311745	-44.919184355
169.91604584	-44.9198701735
169.917053298	-44.9209639571
169.918135811	-44.9226225583
169.918941078	-44.9235849038
169.920039706	-44.924816147
169.920439173	-44.9254795907
169.851135359	-44.9117121364
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_27e0"
169.850163946	-44.9060416713
169.849814393	-44.9078379001
169.849911554	-44.9083313446
169.850018725	-44.9088745916
169.850205547	-44.9095280605
169.850514151	-44.9103334155
169.850723869	-44.9106182619
169.850836398	-44.9107653951
169.850858453	-44.9110046457
169.851287731	-44.9121014442
169.851843823	-44.9131971617
169.852158884	-44.9137640301
169.852577116	-44.9146533895
169.85287593	-44.9152873604
169.85320327	-44.915624908
169.854207062	-44.916764213
169.675519709	-44.9451734743
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_27e1"
169.666343448	-44.9499138247
169.666883791	-44.9495555064
169.668615495	-44.9487088674
169.670286529	-44.9477568937
169.671286342	-44.9470108899
169.672372694	-44.9464159585
169.677765832	-44.9442866745
169.678928406	-44.9437433934
169.679888646	-44.9430772506
169.681242769	-44.9423412603
169.682921903	-44.9412947743
169.684656297	-44.9403353999
169.602463084	-44.9818531305
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_27e2"
169.611159545	-44.977301353
169.610569789	-44.9776805045
169.60931232	-44.9786346818
169.608544965	-44.9790672011
169.608040069	-44.9793497343
169.606272603	-44.9800143268
169.604135155	-44.9810959403
169.603088266	-44.9815878314
169.601777471	-44.982144074
169.5997095	-44.9831735934
169.598431353	-44.9837127376
169.597421255	-44.9841155835
169.595531108	-44.9848665039
169.594019901	-44.9855384
169.593436471	-44.9858050664
169.211624829	-44.9606523415
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_27e3"
169.193292088	-44.9715805011
169.195155305	-44.9693712613
169.196357515	-44.9681538674
169.197095128	-44.9675924255
169.197999773	-44.9669013099
169.199709271	-44.9660293037
169.201473199	-44.9650509458
169.202752025	-44.964556707
169.204281327	-44.9639174844
169.206027354	-44.9632132466
169.207594756	-44.9627193675
169.209682503	-44.9617334386
169.211480951	-44.9607560609
169.212568978	-44.9599717187
169.213593084	-44.9591942933
169.214659998	-44.9584903246
169.215695408	-44.9579790109
169.217440958	-44.9570313541
169.218133538	-44.9566214708
169.219387177	-44.9557748919
169.220410415	-44.9552541332
169.221631085	-44.9546226707
169.222578229	-44.9536579882
169.2231655	-44.953059973
169.223858967	-44.9523888311
169.225360683	-44.950987203
169.226672043	-44.9498316224
169.227943907	-44.9487468164
169.228509734	-44.9482832123
169.229020847	-44.9479304399
169.178869778	-44.9704122902
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_27e4"
169.181853841	-44.9565926871
169.181298293	-44.9579618177
169.180522252	-44.9598417168
169.180038913	-44.961902406
169.179445093	-44.9639054073
169.179310646	-44.9648964831
169.179301354	-44.9661574397
169.179202112	-44.9680190425
169.178910662	-44.970297749
169.17778076	-44.9734632972
169.176813356	-44.9736521981
169.174547454	-44.9742893488
169.17329601	-44.9744058076
169.17176067	-44.9747876773
169.170304717	-44.9754108829
169.168490368	-44.9762249595
169.167332709	-44.9767498542
169.034961975	-44.9762483052
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_27e5"
169.029809117	-44.9829429721
169.030926156	-44.9817287937
169.031652731	-44.9809832871
169.032570049	-44.9795775701
169.032870879	-44.9791193389
169.033652892	-44.9779297319
169.034341031	-44.9770477514
169.035384069	-44.9757048719
169.035976275	-44.9741303619
169.036335384	-44.9729983811
169.036628786	-44.9720398472
169.036743003	-44.9716653359
169.036778742	-44.9714187874
169.036897889	-44.9706435104
169.037517706	-44.9698312607
169.03793331	-44.9684264068
169.020797358	-45.0020363709
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_27e6"
169.025270189	-45.0158310954
169.025330644	-45.0151754505
169.025368759	-45.0147082465
169.025231272	-45.0145819119
169.025423872	-45.0139443016
169.025473226	-45.0130314986
169.025328282	-45.0115669585
169.025085091	-45.0103333107
169.024178648	-45.0083471766
169.023247702	-45.0066755363
169.022126813	-45.0047631284
169.02107481	-45.0031458843
169.020515772	-45.0009103245
169.020282596	-44.9986453797
169.020771141	-44.9957114037
169.021736374	-44.9937487931
169.02380188	-44.9917562722
169.024419973	-44.9909755573
169.024720316	-44.9905263373
169.025696307	-44.9887757976
168.696807608	-44.9967323251
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_27e7"
168.717806593	-44.9966969562
168.71677573	-44.9963795331
168.715226423	-44.9958582113
168.714659021	-44.9957155913
168.712769542	-44.9955466299
168.710029492	-44.9951569332
168.707714143	-44.9950802701
168.706057222	-44.9955055533
168.703012076	-44.9959830151
168.700143775	-44.9966021281
168.697058707	-44.9967580432
168.695126903	-44.996560183
168.693040847	-44.996086212
168.690412005	-44.9955244428
168.689105612	-44.9945116376
168.688136941	-44.9936555612
168.68679102	-44.9933937292
168.685935781	-44.9933664181
168.684689778	-44.9934281923
168.682036022	-44.9947081828
168.680923133	-44.9956309838
168.679435142	-44.9970309361
168.678077746	-44.9984672799
168.692367165	-45.0057848826
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_27e8"
168.703225992	-45.0068813953
168.702992711	-45.0067285684
168.702355128	-45.0061146896
168.701321677	-45.0057880224
168.699725589	-45.0055981883
168.697478886	-45.0056184987
168.694683625	-45.0056274146
168.691597243	-45.0058372203
168.688846599	-45.0062306446
168.686728074	-45.0069223692
168.685772198	-45.007179694
168.683170595	-45.0081327454
168.682023079	-45.0088334898
168.68174274	-45.0090168029
169.499256922	-45.0389026696
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_27e9"
169.509149254	-45.032985478
169.508539544	-45.0333049925
169.507646038	-45.0336970685
169.506431937	-45.034246166
169.505620872	-45.0345866536
169.504834797	-45.0350404761
169.50468968	-45.035130702
169.501524197	-45.0371389588
169.50000279	-45.0381516534
169.498617288	-45.0395467174
169.497548871	-45.040311773
169.496213458	-45.0411858912
169.494907289	-45.0421014069
169.493266114	-45.043200491
169.49212042	-45.0441928626
169.490090233	-45.0459512467
169.509835823	-45.0417621306
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_27ea"
