# kml2gmt: KML read from ../../../data/DEM/south_island/gnsNZL_GNS_250K_faults.kml
# gns:NZL_GNS_250K_faults
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2024"
169.147761485	-45.1270991297
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_262b"
169.146811024	-45.1384596818
169.147789176	-45.1351136619
169.14828038	-45.1341794541
169.148359363	-45.1334163037
169.148362022	-45.1325560363
169.148151803	-45.1314499948
169.14801925	-45.1298420181
169.147988244	-45.1284310904
169.147784729	-45.1274649073
169.147717606	-45.1264086389
169.147659382	-45.1252175299
169.14758173	-45.1240798319
169.146978663	-45.1214067458
169.146813379	-45.120874254
169.146496271	-45.120521424
169.145941213	-45.119773335
169.145470478	-45.1190010058
169.14480198	-45.1182851925
169.144064764	-45.1175986317
169.143674415	-45.1173920168
169.143144293	-45.1170861783
169.144690214	-45.1341099567
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_262c"
169.146811024	-45.1384596818
169.146602481	-45.1377140519
169.146360993	-45.136021391
169.145829227	-45.1349182243
169.145409762	-45.1346205674
169.144570844	-45.1340252489
169.144054606	-45.1334586198
169.143577896	-45.1330644668
169.143065971	-45.1326736504
169.142433293	-45.1321842395
169.141658276	-45.1318747959
169.141025451	-45.1316286145
169.140427665	-45.1314781845
168.973995778	-45.1301166094
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_262d"
168.973838854	-45.1328926861
168.973846228	-45.1327397731
168.973876176	-45.1322137306
168.974012333	-45.1298263149
168.974005581	-45.1285872217
168.974142296	-45.1273440805
170.053954362	-45.1570920889
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_262e"
170.040993276	-45.1651654613
170.045366025	-45.1622456436
170.052141186	-45.1578552953
170.054341642	-45.1569290738
170.056973729	-45.1560226435
170.058373472	-45.1555174784
170.061420025	-45.1544637626
170.065103084	-45.1538490979
170.068716906	-45.1533451422
169.137599088	-45.1372639605
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_262f"
169.140869594	-45.1333126392
169.140613491	-45.1339618137
169.139878481	-45.1349239523
169.138780103	-45.1359911639
169.137759779	-45.1371285207
169.136263431	-45.1383897268
169.135568655	-45.1386459678
169.134506536	-45.1391152453
169.133973088	-45.1393858375
169.133708148	-45.1394941648
169.133104341	-45.139721878
169.133825772	-45.1328743228
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2630"
169.133104341	-45.139721878
169.133112389	-45.1388798011
169.133034713	-45.1374583016
169.133077691	-45.136473239
169.133584631	-45.1344405068
169.133793985	-45.133105108
169.133873656	-45.132526669
169.134666676	-45.1314583825
169.134821448	-45.1312833363
169.135597476	-45.1304712378
169.136506124	-45.1295779466
169.137247384	-45.1288097305
169.137869004	-45.1284069139
169.138509557	-45.1279101271
169.951261264	-45.1617242606
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2631"
169.948221141	-45.1640940866
169.951613925	-45.1614493556
169.954222443	-45.1592569178
168.89775252	-45.1206680122
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2632"
168.905487637	-45.1092213008
168.904868887	-45.1100600004
168.903860511	-45.1119166554
168.902959918	-45.1136419451
168.902298706	-45.1149026215
168.901451066	-45.1158278506
168.900370632	-45.1173035091
168.899017598	-45.1190353535
168.897257426	-45.1213069607
168.896657896	-45.1225923116
168.89446537	-45.125578468
168.892847562	-45.1273594736
168.890584126	-45.1299466084
168.889356832	-45.1316467553
168.850481212	-45.1243354087
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2633"
168.861185977	-45.130715556
168.859805936	-45.1302970171
168.858264987	-45.1298592159
168.856879998	-45.1292422323
168.855610268	-45.1286158215
168.854131957	-45.1274773712
168.853303538	-45.1267765554
168.852023293	-45.1258073252
168.851889441	-45.1256313511
168.849918425	-45.1238174958
168.849217359	-45.1231617382
168.849117847	-45.1229058906
168.84832911	-45.1218730586
168.847680174	-45.1211560766
168.847189774	-45.1207150691
168.845230607	-45.1187393527
168.844053714	-45.117931399
168.843141463	-45.1167589514
168.842588199	-45.1155497715
168.842398907	-45.1148581966
168.945588276	-45.1299028807
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2634"
168.945102462	-45.1342287564
168.945193421	-45.1335156272
168.9454118	-45.1323429198
168.945462946	-45.131515778
168.94551289	-45.1307516644
168.945776552	-45.1277830307
168.946002072	-45.126781762
168.946104505	-45.1261321021
168.946043591	-45.1255893775
169.112214891	-45.135762617
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2635"
169.110362301	-45.1314783343
169.110841416	-45.1326925476
169.111249793	-45.1334404256
169.111913448	-45.1345121415
169.112614051	-45.137418445
169.112996133	-45.1383230968
169.113416747	-45.1391749774
169.113498528	-45.1402407826
170.18567859	-45.1546022887
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2636"
170.203227971	-45.139118376
170.202014447	-45.1399583375
170.199796981	-45.1420438907
170.19748433	-45.1439875745
170.193949677	-45.1471400516
170.189395252	-45.1509883376
170.184587486	-45.1556632399
170.180735478	-45.1596315877
170.179895934	-45.1602867248
170.17870532	-45.1611630235
170.173425996	-45.1661458084
170.169150142	-45.1701621272
170.168640007	-45.1706450475
168.978804003	-45.1291685648
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2637"
168.977631964	-45.1358934542
168.977762326	-45.1350645462
168.977876642	-45.1345143894
168.978221273	-45.1331162528
168.978420766	-45.1322536932
168.978668437	-45.1305999298
168.978808778	-45.1291181506
168.978893497	-45.1285354362
168.97897249	-45.1277588117
168.979253169	-45.1268720259
168.979320077	-45.126085974
168.979393262	-45.1248856851
168.97935775	-45.1236005524
168.979323321	-45.1223920408
168.975637191	-45.134502917
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2638"
168.977631964	-45.1358934542
168.977228312	-45.1356092109
168.976793227	-45.1353193747
168.975969759	-45.1347548262
168.975352812	-45.1342875099
168.974886491	-45.1337127747
168.974275148	-45.1331645567
168.973838854	-45.1328926861
169.147512643	-45.1402572798
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2639"
169.148805634	-45.1417012661
169.148038144	-45.1407930256
169.147533238	-45.1402943577
169.147140719	-45.1395876924
169.146896526	-45.1387552998
169.146811024	-45.1384596818
168.974024471	-45.1345105019
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_263a"
168.974616945	-45.1360505276
168.97425194	-45.1351143934
168.973875417	-45.1341147899
168.973802938	-45.1334590666
168.973838854	-45.1328926861
169.852751015	-45.1594033821
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_263b"
169.847460895	-45.1629534783
169.851849647	-45.1599241111
169.855573547	-45.1577727785
169.856822773	-45.1568472307
169.857889221	-45.1557096447
168.86489112	-45.1316437077
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_263c"
168.868416241	-45.1330945303
168.867334804	-45.1326821854
168.865813507	-45.1319208118
168.865512605	-45.131811003
168.863969977	-45.1313957486
168.862167061	-45.1310162668
168.861185977	-45.130715556
169.267389726	-45.1436985395
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_263d"
169.259816803	-45.1464143726
169.26044329	-45.1462723103
169.26131714	-45.1458454026
169.262072942	-45.1456218974
169.263171118	-45.1452697278
169.264286584	-45.1448460351
169.265648007	-45.1444076864
169.266685478	-45.1439589534
169.267705635	-45.1435817239
169.268281243	-45.1433884463
169.269866356	-45.142984231
169.270584859	-45.142795512
169.271393077	-45.1424475073
169.272393856	-45.142123668
169.273573587	-45.1417379757
169.274438979	-45.1414908683
169.275092811	-45.1413676184
170.059212939	-45.1589511725
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_263e"
170.077544851	-45.155145594
170.076689419	-45.1557771022
170.075796776	-45.156452699
170.074372993	-45.1571240537
170.072529901	-45.1577174
170.070372548	-45.1581678074
170.067948157	-45.1584854424
170.06420876	-45.1586305682
170.060481378	-45.1587893802
170.059590284	-45.1588570988
170.058884675	-45.1590330104
170.057783064	-45.1594286018
170.05512973	-45.1610098527
170.051791066	-45.162992536
170.046927374	-45.1660623167
170.043115625	-45.1690863786
169.645839964	-45.1552927316
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_263f"
169.643967806	-45.1583635794
169.644068538	-45.1579386658
169.6442268	-45.1575649377
169.6445671	-45.1571243806
169.644705435	-45.1568761698
169.645228624	-45.1562427165
169.645404648	-45.1558920125
169.64584685	-45.1552832531
169.64616609	-45.1549321518
169.646622189	-45.1544138521
169.647345048	-45.1536825411
169.647586648	-45.1532976884
169.647647508	-45.1529571901
169.64766217	-45.1525343101
169.647822638	-45.1523993104
169.06100491	-45.1358518413
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2640"
169.064943929	-45.1314709127
169.064661763	-45.131880316
169.06375358	-45.1329848105
169.062387192	-45.1344657182
169.060701067	-45.1361565286
169.060161766	-45.1367914702
169.058584347	-45.138567015
169.057555779	-45.1395187375
169.057114318	-45.1398821905
169.056921624	-45.1400963986
169.218759829	-45.1336786096
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2641"
169.217805652	-45.1065026151
169.217979806	-45.106710962
169.218171813	-45.1069874528
169.218546893	-45.1075311346
169.218796854	-45.1078950867
169.21916986	-45.1085693237
169.219437609	-45.109150058
169.219710473	-45.1098976169
169.21986836	-45.1103576738
169.219989979	-45.11123095
169.220206359	-45.1118685714
169.220260025	-45.1124648803
169.22030727	-45.1132096228
169.220529041	-45.1140591201
169.220866855	-45.1148358064
169.220991304	-45.1152722548
169.221057819	-45.1155716955
169.221317747	-45.1163233328
169.221479886	-45.117013243
169.221557127	-45.1178355294
169.221599139	-45.118710725
169.221694022	-45.1194570098
169.221716234	-45.1200973398
169.221727982	-45.1208994852
169.221660636	-45.1217441094
169.221485865	-45.1227248843
169.221251377	-45.1236451671
169.221243503	-45.123816075
169.221008756	-45.1240516964
169.220713012	-45.1244925372
169.22034032	-45.1252867216
169.220025996	-45.1265062016
169.220013536	-45.1271904503
169.220171789	-45.1275964641
169.220207705	-45.1279264422
169.22027423	-45.1282258826
169.220268607	-45.129099533
169.220277113	-45.1300006672
169.220224956	-45.1304133709
169.220145531	-45.1310999522
169.220116228	-45.1314052939
169.220069304	-45.1317370899
169.219531112	-45.1326295049
169.219310591	-45.13318539
169.218905693	-45.1335911575
169.218207221	-45.1340099221
169.216627329	-45.1346748434
169.216006919	-45.1348213665
169.215447097	-45.1350148963
169.214528092	-45.1353499072
169.213771919	-45.1356271393
169.213145631	-45.1359130901
169.212714517	-45.1361333093
169.21209914	-45.1364961824
169.211556882	-45.1367127862
169.210605199	-45.1370602181
169.209878987	-45.1373654255
169.2088709	-45.1378461393
169.207646146	-45.1385269954
169.206803505	-45.1389094746
169.206097506	-45.1391477521
169.205251595	-45.1396292091
169.20503526	-45.1397753142
169.204380953	-45.14034408
169.203415393	-45.1409522544
169.202785449	-45.1413416322
169.202161423	-45.1415420177
169.201736071	-45.1416722992
169.201108487	-45.1419761629
169.200479769	-45.1422484561
169.199691972	-45.1425200649
169.199215463	-45.1427027219
169.19813632	-45.1433431863
169.196933683	-45.143876013
169.195238699	-45.1444918565
169.194615198	-45.1446832111
169.193602449	-45.1449384284
169.19252818	-45.1452096453
168.447297614	-45.1152103094
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2642"
168.450474848	-45.1117813658
168.448906319	-45.1133647112
168.446840125	-45.115735167
168.445777907	-45.1170679532
168.4443483	-45.1183367385
168.444092407	-45.1185970803
169.191806652	-45.1453910249
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2643"
169.19252818	-45.1452096453
169.191085123	-45.1455724045
169.191206069	-45.1353962028
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2644"
169.191085123	-45.1455724045
169.191430407	-45.1447188485
169.1915955	-45.1438954402
169.19169952	-45.1426421228
169.191610022	-45.1417698582
169.191838857	-45.1409935755
169.191931533	-45.1404020277
169.192014044	-45.1392831379
169.19197076	-45.1383853566
169.191914484	-45.1374916549
169.19175538	-45.1363693757
169.191288481	-45.1356244142
169.19104322	-45.1349452498
169.190780972	-45.1339412151
169.190677622	-45.1333792962
169.190559036	-45.1327583223
169.190347305	-45.132053225
169.190053222	-45.131440027
169.189743029	-45.1307812575
169.189308295	-45.1299832839
169.188790925	-45.1292817021
169.18854648	-45.1289809239
169.188262955	-45.1287914764
169.187157367	-45.1278409232
169.186910882	-45.1275716049
169.186404394	-45.1269964891
169.186036212	-45.1266421073
169.153897271	-45.1384769913
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2645"
169.152388236	-45.1445132616
169.152532242	-45.1433423517
169.152918896	-45.1422560269
169.153080968	-45.1411487751
169.153585446	-45.1396744497
169.153964582	-45.1382185085
169.154039819	-45.136883167
169.154071489	-45.1355328741
169.153890928	-45.1347476433
169.153741348	-45.1337337068
169.15366789	-45.1327718315
169.153725859	-45.1322782539
169.150713915	-45.1429515505
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2646"
169.152388236	-45.1445132616
169.15196587	-45.1441614835
169.151341073	-45.1435012203
169.150882181	-45.1430761601
169.150169129	-45.1425481088
169.149095318	-45.1417964231
169.148805634	-45.1417012661
169.28688174	-45.1431351258
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2647"
169.289370024	-45.1492994864
169.289554917	-45.1490441293
169.289627002	-45.1485104344
169.2894384	-45.1480224973
169.288807871	-45.1472772807
169.288389466	-45.146800047
169.287854517	-45.1464542261
169.287608049	-45.1461761367
169.28760949	-45.1457527968
169.287646403	-45.1452720322
169.287706016	-45.1446343463
169.287576457	-45.14431944
169.287046091	-45.1434512836
169.286793726	-45.142965815
169.286468762	-45.1422708454
169.286570625	-45.1417696278
169.286878115	-45.1413875588
169.287219643	-45.1409705396
169.287498191	-45.1404929616
169.287649662	-45.1403626592
169.288092443	-45.1398542739
169.288257799	-45.1393550758
169.288579144	-45.1390049725
169.288819955	-45.1386703225
169.289061905	-45.1383176918
169.289199775	-45.1377500565
169.289307849	-45.1375012648
169.289293721	-45.1371224703
169.289239561	-45.1368730214
169.87690951	-45.1627276956
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2648"
169.883606327	-45.1593412436
169.881909845	-45.1601876317
169.879660809	-45.1613704882
169.87622283	-45.1630664328
169.872628879	-45.1651768625
169.870707794	-45.166886109
169.133409055	-45.1429525923
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2649"
169.133358909	-45.1462078104
169.133336886	-45.145243115
169.133362294	-45.1448115252
169.133423235	-45.1435072396
169.133383355	-45.141947356
169.133099965	-45.1404604729
169.133104341	-45.139721878
168.976490727	-45.1393023052
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_264a"
168.973366905	-45.1411113941
168.974271303	-45.1408273241
168.975055512	-45.1404399838
168.976053782	-45.1397176623
168.976395236	-45.1394276331
168.976923649	-45.1387341149
168.977308032	-45.1377292829
168.977590815	-45.1365362374
168.977631964	-45.1358934542
168.974789546	-45.1387917659
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_264b"
168.973366905	-45.1411113941
168.97365032	-45.1406481774
168.974524586	-45.1396017295
168.974802911	-45.1387509099
168.974684529	-45.1362240521
168.974616945	-45.1360505276
168.886771862	-45.1350802632
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_264c"
168.889356832	-45.1316467553
168.88832785	-45.1331511664
168.886853447	-45.1349687027
168.886198274	-45.1358645969
168.885146606	-45.1376429978
168.884524718	-45.1387427941
168.876675914	-45.1354281615
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_264d"
168.884524718	-45.1387427941
168.884322164	-45.1386815678
168.883049062	-45.1378255975
168.882389668	-45.1375184382
168.881298844	-45.1368761356
168.87976866	-45.1365065964
168.878184855	-45.1359954753
168.876920759	-45.1355091768
168.875655089	-45.1350903858
168.87433355	-45.1347867345
168.872729203	-45.1342973317
168.871826733	-45.1340085158
168.869995449	-45.1335335464
168.868850153	-45.1332586117
168.868416241	-45.1330945303
169.190804436	-45.1476192439
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_264e"
169.190068851	-45.1495390666
169.190177137	-45.1492453176
169.190528852	-45.148635209
169.190836247	-45.1478750077
169.190742305	-45.1471197111
169.190940693	-45.1459325386
169.191085123	-45.1455724045
168.441837392	-45.1208489058
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_264f"
168.444092407	-45.1185970803
168.442481919	-45.1202237671
168.441111041	-45.1215534074
168.439932604	-45.1230663471
168.439755636	-45.1232531717
168.436767653	-45.126667855
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2650"
168.437979553	-45.1252022694
168.437420405	-45.1258382343
168.43590366	-45.1277659542
168.435586337	-45.1281590583
169.190398847	-45.1501399194
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2651"
169.190068851	-45.1495390666
169.190728842	-45.1507407722
169.353260329	-45.149882866
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2652"
169.347145932	-45.1561578272
169.347407693	-45.155738144
169.34833229	-45.1548978128
169.3484705	-45.1546724356
169.348711307	-45.1543331654
169.349731524	-45.1535408546
169.349949979	-45.1533044736
169.350184033	-45.1530730839
169.350487686	-45.152848374
169.350690992	-45.1527015968
169.351040706	-45.1524017586
169.35146124	-45.1519870311
169.351955026	-45.1513674106
169.352753465	-45.1504555452
169.35317818	-45.1499733836
169.353738631	-45.1493558394
169.353876245	-45.1491394458
169.354355874	-45.1485418937
169.354647627	-45.1481501567
169.355220561	-45.1475870431
169.355755931	-45.1471668798
169.35629288	-45.1466701967
169.356762751	-45.1462795117
169.357411499	-45.1458268491
169.358063319	-45.1453247357
169.35851635	-45.1448974873
169.358803672	-45.1446272086
169.359312915	-45.1440125463
169.359529517	-45.1437535716
169.152759787	-45.1473313944
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2653"
169.153808043	-45.1499654658
169.153576347	-45.1495208888
169.153141844	-45.1486281819
169.15287949	-45.1478762883
169.152739942	-45.1472410587
169.152666388	-45.1459908965
169.152388236	-45.1445132616
168.88369221	-45.1399705991
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2654"
168.884524718	-45.1387427941
168.884073604	-45.1395422761
168.883638028	-45.1400314486
168.882697955	-45.1408136279
168.882591596	-45.140967546
169.243425409	-45.1495133071
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2655"
169.227134266	-45.1532891352
169.227513437	-45.1531842901
169.228442129	-45.1529981224
169.228703468	-45.1529435139
169.229017964	-45.1528050428
169.229940066	-45.1524249674
169.23052887	-45.1522773423
169.232211233	-45.1518542553
169.232459292	-45.1517586713
169.233050402	-45.1515750742
169.233392583	-45.1515005452
169.234470229	-45.1512740981
169.235466736	-45.1510225009
169.236866312	-45.1507884056
169.238429587	-45.1505820945
169.239146842	-45.1504160479
169.239767362	-45.1502693993
169.24048518	-45.1501439007
169.242000794	-45.1498369125
169.243309369	-45.1495322446
169.244415809	-45.1493516756
169.245034568	-45.1492815141
169.245813283	-45.1491984813
169.246527319	-45.1491313786
169.247616705	-45.1490177934
169.248365096	-45.1488617005
169.24931184	-45.1486894607
169.250361071	-45.1483583569
169.251346193	-45.1480341918
169.25196723	-45.1478289408
169.252884777	-45.1475656501
169.25331179	-45.1474577549
169.253930507	-45.1472884526
169.254961218	-45.1470467972
169.255984429	-45.1469220008
169.256487661	-45.1468660867
169.257107817	-45.146773385
169.258004549	-45.1465859576
169.258565833	-45.1466670224
169.259251518	-45.146544882
169.259592771	-45.1464837593
169.259816803	-45.1464143726
168.438854171	-45.1242155268
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2656"
168.439755636	-45.1232531717
168.4387622	-45.1243137108
168.437979553	-45.1252022694
168.435696977	-45.1132935928
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2657"
168.438397293	-45.1020193515
168.438056512	-45.1022673276
168.437364738	-45.1032991471
168.437164957	-45.1050352993
168.437498423	-45.1067879154
168.437509715	-45.1072119688
168.43754006	-45.1082451462
168.437069549	-45.1091730047
168.436296604	-45.1102241611
168.435533851	-45.1120778686
168.43577883	-45.1139036183
168.436207487	-45.1164305888
168.436403847	-45.1173756591
168.436562844	-45.1181480133
168.437136436	-45.1197613547
168.437441061	-45.1210306384
168.437893427	-45.1225671039
168.438164604	-45.1241415094
168.43814981	-45.1244518744
168.437979553	-45.1252022694
169.226532737	-45.153436332
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2658"
169.225931207	-45.1535835251
169.226532738	-45.1534363318
169.227134266	-45.1532891352
169.154337326	-45.1509888487
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2659"
169.155110953	-45.1518327496
169.154402357	-45.1511382129
169.154089965	-45.1504207082
169.153808043	-45.1499654658
169.155611808	-45.1524438536
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_265a"
169.156112663	-45.1530549576
169.155110953	-45.1518327496
168.971877424	-45.1438715121
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_265b"
168.971645641	-45.1469082732
168.971576502	-45.1467572181
168.971445354	-45.1459372865
168.971376726	-45.1455024376
168.971626211	-45.1448398336
168.971707484	-45.1446309133
168.971807244	-45.1440622374
168.972195168	-45.1430079872
168.973366905	-45.1411113941
169.866171313	-45.1704700064
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_265c"
169.870707794	-45.166886109
169.868946653	-45.1682799119
169.866309159	-45.1703481693
169.861839266	-45.1742989552
168.891965239	-45.1440723259
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_265d"
168.901836215	-45.1442553343
168.901535224	-45.1442807763
168.900394142	-45.1444388129
168.898692369	-45.1447392658
168.897577572	-45.14470448
168.89451924	-45.144470489
168.894022327	-45.1444304326
168.89283797	-45.1442084346
168.890709653	-45.1438765083
168.889467869	-45.1437921067
168.887278258	-45.1428857934
168.884380052	-45.1416480241
168.883066567	-45.1411825794
168.882591596	-45.140967546
168.526456784	-45.127629299
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_265e"
168.529895294	-45.1244924884
168.527976788	-45.1260994295
168.526113954	-45.1279743532
168.524655853	-45.1292204613
168.524033437	-45.1300706771
168.523214648	-45.1309493695
169.153205241	-45.1526734114
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_265f"
169.151303851	-45.1535269157
169.152300801	-45.1530823542
169.15322926	-45.1526625511
169.15381127	-45.1523799574
169.154395561	-45.1521109495
169.155110953	-45.1518327496
169.284850841	-45.152660959
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2660"
169.285199505	-45.1581299303
169.285160114	-45.1579485121
169.2849996	-45.1575695611
169.28483086	-45.1569696468
169.284694207	-45.1564157948
169.284482304	-45.1560442145
169.284456547	-45.1554983975
169.284382	-45.1549690431
169.284342395	-45.1544408014
169.284395763	-45.1539020083
169.284619701	-45.1532335239
169.284872824	-45.1526065055
169.285077663	-45.1523382776
169.285501852	-45.1519238939
169.28610673	-45.1514206747
169.286550381	-45.1512005834
169.287379324	-45.1507270102
169.288027566	-45.1503422682
169.288775081	-45.1498976235
169.289077461	-45.1495964594
169.289370024	-45.1492994864
168.571481956	-45.1226233589
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2661"
168.580391313	-45.1114425435
168.579710664	-45.112277293
168.577932409	-45.1139894832
168.576226214	-45.1160919162
168.57432669	-45.1184753489
168.57249018	-45.1204465984
168.57178449	-45.1221094716
168.570603968	-45.1241147194
168.569515506	-45.1258711289
168.568613377	-45.1277292673
168.567953985	-45.1286143364
168.565825663	-45.1307320743
168.564268966	-45.1321551398
168.562531553	-45.1336929475
169.149831256	-45.1540525353
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2662"
169.14839753	-45.1546876696
169.149067924	-45.1544170278
169.150382564	-45.1537892848
169.151303851	-45.1535269157
169.149327453	-45.1481909994
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2663"
169.14839753	-45.1546876696
169.148582699	-45.1541487477
169.148950282	-45.1528230668
169.149160101	-45.1517173964
169.149258378	-45.1503242598
169.149265394	-45.1491082865
169.149393104	-45.1472206307
169.149268649	-45.1457300456
169.149330546	-45.1441645363
169.149337427	-45.1431917987
169.149171302	-45.1424295593
169.148805634	-45.1417012661
169.940533304	-45.1698079623
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2664"
169.940995532	-45.1786603766
169.941007445	-45.1766615946
169.941151793	-45.1751750447
169.940451737	-45.1726083863
169.939610464	-45.1704927842
169.944463673	-45.1668913107
169.948221141	-45.1640940866
169.192652131	-45.1543210904
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2665"
169.190728842	-45.1507407722
169.190905229	-45.1510618395
169.191024597	-45.1512324002
169.191306431	-45.1517911376
169.191423651	-45.1520922537
169.191724598	-45.1526020663
169.191982355	-45.1529933542
169.19231918	-45.1537340582
169.192543425	-45.1541512762
169.192996955	-45.1548597535
169.193302327	-45.1553021401
169.193640687	-45.1556780373
169.193809136	-45.1558772224
169.194350356	-45.1564128861
169.194746043	-45.1566420073
169.195578226	-45.1570114898
168.378547311	-45.1104691885
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2666"
168.389264008	-45.0957098497
168.389082588	-45.0960721823
168.38818134	-45.098010261
168.387268724	-45.0995693178
168.38615097	-45.101106687
168.38497977	-45.1028357061
168.382854816	-45.1053154162
168.381712245	-45.1067616288
168.381249315	-45.1073020204
168.380140286	-45.1086053428
168.378270393	-45.1107931939
168.376662267	-45.1129689194
168.37587916	-45.1145330635
168.375569516	-45.1153454393
168.375094779	-45.1165928858
168.373920477	-45.1189526231
168.37315223	-45.1212879863
168.372829236	-45.1229470782
168.372048823	-45.1253540583
168.371960735	-45.1256209448
168.371547855	-45.1272088491
168.474532253	-45.1175893075
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2667"
168.487045065	-45.1026058298
168.48622389	-45.1041691353
168.484947909	-45.1060166672
168.482938531	-45.1080474425
168.481310771	-45.1101200845
168.478927384	-45.11294738
168.478598037	-45.1132545013
168.476830082	-45.1149160555
168.476483452	-45.1152405233
168.475159553	-45.1169193614
168.47320553	-45.1190062243
168.470787242	-45.1213723642
168.46829906	-45.1239385182
168.465472339	-45.1268023421
168.465070309	-45.1273048713
168.463927956	-45.1287293211
168.462292244	-45.1301119451
168.460757303	-45.1315075016
169.187183196	-45.1542561527
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2668"
169.183939946	-45.1587257277
169.184269218	-45.1584121887
169.184578125	-45.1579718604
169.184686105	-45.1577321579
169.185060241	-45.1573164845
169.185694332	-45.1565759911
169.186847691	-45.1549516051
169.187135659	-45.1543439248
169.187682193	-45.1533348016
169.188848686	-45.1514585839
169.189584449	-45.1505727516
169.189864446	-45.1500864228
169.190068851	-45.1495390666
169.235611462	-45.1588599398
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2669"
169.234376467	-45.1521358845
169.234234842	-45.15270335
169.234010693	-45.1530204176
169.233607499	-45.1533992667
169.233251667	-45.1537346016
169.233030408	-45.1540067185
169.232702838	-45.1544465623
